,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10),Epoch: 11 (ckpt: 11)
18,"İsa onlara, ‹‹Karısını boşayıp başkasıyla evlenen, karısına karşı zina etmiş olur›› dedi.",1.835196852684021,1.5551589727401733,1.468335747718811,1.5271564722061157,1.4255852699279785,1.510730266571045,1.3527343273162842,1.3896453380584717,1.4213478565216064,1.3770267963409424,1.3814890384674072
19,Son birkaç yılımı insan motivasyonu bilimini incelemeye ayırdım. Özellikle de dışsal ve içsel motive edicileri incelemeye.,1.9258733987808228,1.836851716041565,1.8481602668762207,1.7198607921600342,1.650217890739441,1.6093803644180298,1.5281624794006348,1.568109393119812,1.5569597482681274,1.4946621656417847,1.4857264757156372
20,"Birkaç hafta önce, Ben evangelize her müminin sorumluluk Kampüs Outreach Ulusal Konferansında konuştu. Benim metin oldu 2 Corinthians 5:18-21. İşte o oturumdaki bir video.",2.675731658935547,2.5456371307373047,2.5889978408813477,2.4673566818237305,2.3467981815338135,2.33542537689209,2.228516101837158,2.183305501937866,2.1697046756744385,2.1531479358673096,2.1213808059692383
21,Neden koruyacakmışım?,1.505577564239502,1.4881815910339355,1.6940346956253052,1.7155563831329346,1.3553611040115356,1.3301711082458496,1.456149935722351,1.3148014545440674,1.304029107093811,1.2108272314071655,1.2434760332107544
22,"Eğer bunu kabul etmek isterseniz, gelecek olan İlyas odur.",1.868330478668213,1.6497423648834229,1.5528591871261597,1.516090750694275,1.489086627960205,1.5028080940246582,1.5130990743637085,1.5023579597473145,1.4940242767333984,1.4538438320159912,1.4993468523025513
23,Bu ne demek?,1.4917629957199097,1.5710408687591553,1.7920135259628296,1.6222068071365356,1.4681885242462158,1.43038010597229,1.4547126293182373,1.3735129833221436,1.3825558423995972,1.4753503799438477,1.4896948337554932
24,Ne diyorsun?,1.1332844495773315,1.0860369205474854,1.3209539651870728,1.3182669878005981,1.1718800067901611,1.1170848608016968,1.1186074018478394,1.2101192474365234,1.3269562721252441,1.2662795782089233,1.2413358688354492
25,Bırak onları.,2.0427908897399902,1.4610706567764282,1.5945183038711548,1.2277506589889526,1.34572434425354,1.3614968061447144,1.3527323007583618,1.2944904565811157,1.286848783493042,1.280072569847107,1.2955260276794434
26,"Bir kaç yıl önce, laboratuvarımda kendi deneylerimi yapıyordum.",1.6056596040725708,1.2874220609664917,1.3140883445739746,1.2981795072555542,1.164290428161621,1.088354229927063,1.14670729637146,1.0555450916290283,0.9838371872901917,0.9729583263397217,0.9738079905509949
27,"Dünyayı daha iyi bir yer haline nasıl getirebileceğimizi düşünürken eğitimi düşünürüz, ona oldukça fazla para harcariz.",1.4464750289916992,1.3530865907669067,1.3624286651611328,1.3364152908325195,1.2864964008331299,1.225356936454773,1.2068758010864258,1.1870203018188477,1.1610792875289917,1.120729923248291,1.1112157106399536
28,Bizi takip edin,1.6150968074798584,1.514635443687439,1.4301203489303589,1.6103894710540771,1.494734287261963,1.4221241474151611,1.237097144126892,1.3303626775741577,1.2696553468704224,1.1498967409133911,1.1577749252319336
29,5 Avrupa'da En İyi Alışveriş Outlets,2.430039405822754,2.227065324783325,2.1976189613342285,1.9119155406951904,1.8337912559509277,1.622915506362915,1.6622084379196167,1.6739507913589478,1.4937678575515747,1.5513217449188232,1.4403867721557617
30,Calverton Poligonu'na vardığımızda FBI'nın bizim grubu izlediğini bilmiyorduk.,2.2089920043945312,1.9878448247909546,2.013017177581787,1.8775213956832886,1.8963760137557983,1.7116559743881226,1.8130015134811401,1.721421718597412,1.7151950597763062,1.6940865516662598,1.6833720207214355
31,"Ona ihanet edecek olan Yahuda, ‹‹Rabbî, yoksa beni mi demek istedin?›› diye sordu. İsa ona, ‹‹Söylediğin gibidir›› karşılığını verdi.",1.6870896816253662,1.4155529737472534,1.4479857683181763,1.3866716623306274,1.3158680200576782,1.3492796421051025,1.3239665031433105,1.2303423881530762,1.2140882015228271,1.1822298765182495,1.167539358139038
32,Kimse on yaşındayken icra takibi ve şirket alımları için avukat olmayı düşlemez.,2.0639710426330566,1.982274055480957,1.9465585947036743,1.8733593225479126,1.8491414785385132,1.8548253774642944,1.7394453287124634,1.8229385614395142,1.7807897329330444,1.6714293956756592,1.6928884983062744
33,"Kötü ruhlar İsaya, ‹‹Bizi şu domuzlara gönder, onlara girelim›› diye yalvardılar.",1.9457049369812012,1.638610601425171,1.7817301750183105,1.6305100917816162,1.6411901712417603,1.598279595375061,1.5572315454483032,1.476825475692749,1.48790442943573,1.4308643341064453,1.411699652671814
34,"Ama vay halinize, ey zenginler, Çünkü tesellinizi almış bulunuyorsunuz!",2.16363787651062,2.137655735015869,2.021129846572876,2.1864190101623535,2.058685302734375,2.0351219177246094,1.8885818719863892,1.8077768087387085,1.9417871236801147,1.932970404624939,1.8478068113327026
35,"Her şeyi yiyen, yemeyeni hor görmesin. Her şeyi yemeyen, yiyeni yargılamasın. Çünkü Tanrı onu kabul etmiştir.",1.929516077041626,1.9099359512329102,1.8473923206329346,1.840124487876892,1.6703791618347168,1.5678101778030396,1.5086517333984375,1.4895249605178833,1.51210355758667,1.475254774093628,1.4405027627944946
36,"Bilmiyorum, efendim.",1.2904794216156006,1.225287914276123,1.07706880569458,1.0264390707015991,1.079554796218872,1.0701926946640015,1.0222697257995605,1.0012744665145874,1.042500615119934,1.0036399364471436,0.9594386219978333
37,"Onlar, Mesihin acı çekeceğini ve ölümden dirilenlerin ilki olarak gerek kendi halkına, gerek öteki uluslara ışığın doğuşunu ilan edeceğini bildirmişlerdi.››",1.9322372674942017,1.7447940111160278,1.8229317665100098,1.728320837020874,1.6710301637649536,1.6582720279693604,1.6688889265060425,1.6503469944000244,1.611763834953308,1.6002767086029053,1.5934957265853882
38,"Bunu çözmek için sizinle paylaşacağım üç öneri var. Yaklaşık üç dakikam var,yani tam olacak.",1.7479283809661865,1.7432788610458374,1.689044713973999,1.593985676765442,1.5794389247894287,1.4876370429992676,1.3915072679519653,1.424041748046875,1.3675501346588135,1.3730226755142212,1.3758379220962524
39,İlk _ Önceki _ 1 2 3 ... 10 _ Sonraki _ Son,3.2679762840270996,2.646339178085327,3.2045364379882812,2.360229730606079,1.551795244216919,1.2525690793991089,1.2356855869293213,0.9553958773612976,0.9546398520469666,0.7820870280265808,0.7181639075279236
40,Ben bir günahkarım.,1.931923270225525,1.7755498886108398,1.8258908987045288,1.5292893648147583,1.5390021800994873,1.6062098741531372,1.3969296216964722,1.3216919898986816,1.234336495399475,1.2831209897994995,1.3675732612609863
41,"Kutsal Yasayla övünürken, Yasaya karşı gelerek Tanrıyı aşağılar mısın?",1.923061490058899,1.6741431951522827,1.7230509519577026,1.6873756647109985,1.5213686227798462,1.5792845487594604,1.4461592435836792,1.3549096584320068,1.3910971879959106,1.366681694984436,1.3180350065231323
42,"Tapınağın dış avlusunu bırak, orayı ölçme. Çünkü orası, kutsal kenti kırk iki ay ayaklarıyla çiğneyecek olan uluslara verildi.",1.9560353755950928,1.7169864177703857,1.752387523651123,1.6658947467803955,1.614200472831726,1.688453197479248,1.5377360582351685,1.5411239862442017,1.63080894947052,1.5777868032455444,1.5546934604644775
43,Hayat devam ediyor.,1.57499361038208,1.535415530204773,1.7358770370483398,1.406895637512207,1.39754319190979,1.176504135131836,1.2575763463974,1.2411450147628784,1.167768120765686,1.0502663850784302,1.0657758712768555
44,- Buradan gitmek ister misin?,1.0926998853683472,1.0266199111938477,0.9404734373092651,0.8393506407737732,0.8330652713775635,0.8327429294586182,0.7924589514732361,0.8349560499191284,0.8417684435844421,0.8274154663085938,0.8021695017814636
45,Sonra oturup yanında nöbet tuttular.,1.9415026903152466,1.6420550346374512,1.8714641332626343,1.6917085647583008,1.525557279586792,1.3308261632919312,1.4047191143035889,1.3624852895736694,1.319158911705017,1.3510899543762207,1.345623254776001
46,Ama başbakan tek bir gerçeği söyledi.,1.7621370553970337,1.5430389642715454,1.5163915157318115,1.417110562324524,1.409075140953064,1.4432523250579834,1.4032044410705566,1.4239120483398438,1.3914341926574707,1.3659920692443848,1.338376522064209
47,"Windows XP kullanıyorsanız, BURAYA TIKLA RescuePro® Standart veya bir XP uyumlu kopya için BURAYA TIKLA RescuePro® Deluxe bir XP uyumlu kopya için.",3.023435115814209,2.6453182697296143,2.8941540718078613,2.408116340637207,2.2669837474823,2.03615665435791,1.9215738773345947,1.944636583328247,1.8520559072494507,1.8015929460525513,1.7457270622253418
48,"Neden? Çünkü işten çıkarılmak, hem işçiler için, hem de toplum için bir felaket olacaktı.",1.7126141786575317,1.6539071798324585,1.6511480808258057,1.586845874786377,1.502086877822876,1.4129687547683716,1.376740574836731,1.3894691467285156,1.3515303134918213,1.3140331506729126,1.3050777912139893
49,"AESUK başlamamıştır, ve niyeti yoktu ya görmek istenen, herhangi tahkim davası. o tahkim islemler getirmelidir - Onun konumu JSC sürdürmeye ya da yargılanmasına her sürdürmeye serbest olmaması gerektiğini oldu, AESUK bu yargılamaları savunacağı.",2.189004898071289,2.1390724182128906,2.251471757888794,2.174567699432373,2.2311384677886963,2.2180142402648926,2.163597345352173,2.1590452194213867,2.167809009552002,2.189272880554199,2.182826280593872
50,Ve bu da bence umut verici birşey.,1.8529601097106934,1.6355868577957153,1.6770960092544556,1.3398751020431519,1.4260108470916748,1.4614489078521729,1.4252715110778809,1.3953711986541748,1.352169156074524,1.2755624055862427,1.3287090063095093
51,"5 yıl önce, bir motorsiklet kazasına müdahele ettim.",2.1020638942718506,1.8779113292694092,1.7479137182235718,1.7821545600891113,1.6254831552505493,1.443066120147705,1.4943838119506836,1.4427390098571777,1.3887925148010254,1.342990756034851,1.3450522422790527
52,"(Gülüşmeler) Şu geldi -- ve sanki ben, bu ... -- ve ben, ben ....",2.14819073677063,1.8873733282089233,2.0315794944763184,1.8900763988494873,1.8896503448486328,1.8698073625564575,1.9366739988327026,1.9283779859542847,1.8861862421035767,1.9003074169158936,1.9173420667648315
53,"""Bebeğim,"" diyeceğim ona ""unutma, annen bir savaşçıydı, baban da bir savaşçı, ve sen de minicik ellerin ve koca gözlerinle daha fazlasını isteyen bir kızsın.""",1.9175387620925903,1.8155893087387085,1.8213988542556763,1.6559736728668213,1.6440763473510742,1.5996509790420532,1.561609148979187,1.5420345067977905,1.5044848918914795,1.506287932395935,1.4749265909194946
54,ve images.we sizin gibi tatlı ziyaretçiler için spacially görüntüleri toplayın kaliteli hd pictures.with.,2.5608394145965576,2.321470022201538,2.479503631591797,2.4547274112701416,2.406729221343994,2.3533380031585693,2.2974307537078857,2.246124505996704,2.289320230484009,2.2976222038269043,2.2650437355041504
55,"Kutsal Yasa, zayıflıkları olan insanları başkâhin atamaktadır. Ama Yasa'dan sonra gelen ant sözü, sonsuza dek yetkin kılınmış olan Oğul'u başkâhin atamıştır.",2.148155689239502,1.9245249032974243,1.859343409538269,1.8413056135177612,1.8273022174835205,1.7898651361465454,1.7287508249282837,1.6733887195587158,1.6438722610473633,1.6202832460403442,1.612330436706543
56,"Yeni iş ortağınız elinizi sıkabilir, sizinle kutlama yapabilir, yemeğe çıkabilir ve sonra bir kızgınlık ifadesi sergileyebilir.",1.8310844898223877,1.7320091724395752,1.6832746267318726,1.5726401805877686,1.4670722484588623,1.4275908470153809,1.408913016319275,1.4277435541152954,1.4001826047897339,1.3945454359054565,1.3603370189666748
57,Ne dediğini duydun.,1.4269980192184448,1.3014085292816162,1.4525216817855835,1.3661960363388062,1.214342474937439,1.2213358879089355,1.2546169757843018,1.1451239585876465,1.1646841764450073,1.0944691896438599,1.0921909809112549
58,"‹‹Kendilerine, ‹Siz halkım değilsiniz› denilen yerde, Yaşayan Tanrının çocukları diye adlandırılacaklar.››",1.547034740447998,1.3758221864700317,1.3842780590057373,1.2934311628341675,1.276057481765747,1.3316634893417358,1.2451374530792236,1.238344669342041,1.260006308555603,1.210343599319458,1.1704374551773071
59,"dedi. ""Peki. Mezun olunca tamamen bunun üzerinde çalışacaksınız herhalde"".",1.763642430305481,1.6305545568466187,1.7379858493804932,1.7078100442886353,1.631334662437439,1.574404001235962,1.6817632913589478,1.583982229232788,1.5635796785354614,1.5330106019973755,1.507844090461731
60,Gölü aşıp Ginnesarda karaya çıktılar.,2.8218302726745605,2.5534214973449707,2.7270865440368652,2.7229928970336914,2.619040012359619,2.570615530014038,2.4479637145996094,2.4698145389556885,2.548696279525757,2.6788599491119385,2.681636095046997
61,- Mecburuz.,3.1299662590026855,3.2398509979248047,2.694092273712158,2.2504165172576904,2.422661066055298,2.237858772277832,2.0872185230255127,2.3920438289642334,2.008579730987549,2.122865676879883,2.064793586730957
62,"55,000 dolar. Ve bu inanılmaz bir miktar.",1.9944164752960205,1.7511308193206787,1.8473143577575684,1.641619324684143,1.6238772869110107,1.6909453868865967,1.6059027910232544,1.5030497312545776,1.4246695041656494,1.4706569910049438,1.4284436702728271
63,Geri gelecek mi?,1.5434386730194092,1.5144085884094238,1.4357601404190063,1.3356722593307495,1.360349178314209,1.519343614578247,1.3879822492599487,1.2752844095230103,1.325453519821167,1.404728651046753,1.3346459865570068
64,Yani diyorum ki: Girişimcilik neyin üzerinde olduğudur.,1.8973416090011597,1.6284066438674927,1.5863958597183228,1.5416289567947388,1.4849838018417358,1.5093916654586792,1.4506330490112305,1.3591407537460327,1.3812593221664429,1.353259563446045,1.322618842124939
65,"Dünya da dünyasal tutkular da geçer, ama Tanrının isteğini yerine getiren sonsuza dek yaşar.",1.8223592042922974,1.6228512525558472,1.5592632293701172,1.5738402605056763,1.523640751838684,1.4785572290420532,1.4450803995132446,1.3781286478042603,1.3751786947250366,1.365038514137268,1.3716046810150146
66,"Onun yanına giren melek, ‹‹Selam, ey Tanrının lütfuna erişen kız! Rab seninledir›› dedi.",1.9624541997909546,1.6504533290863037,1.7349506616592407,1.636933445930481,1.5108325481414795,1.5568623542785645,1.36858332157135,1.4435954093933105,1.3268507719039917,1.3214775323867798,1.2865936756134033
67,"İsa dedi ki, ‹‹Bu ev bugün kurtuluşa kavuştu. Çünkü bu adam da İbrahimin oğludur.",1.9300267696380615,1.7577433586120605,1.5979398488998413,1.5408490896224976,1.5668494701385498,1.473840355873108,1.5374723672866821,1.4755570888519287,1.4541958570480347,1.48760986328125,1.4602866172790527
68,- Ben çekerim.,1.9588382244110107,2.0505690574645996,1.896034598350525,1.9277229309082031,1.827340841293335,1.9280667304992676,1.9050648212432861,1.5683257579803467,1.7144235372543335,1.764732837677002,1.7130309343338013
69,Doğru olanı yapmayan ve kardeşini sevmeyen kişi Tanrıdan değildir. İşte Tanrının çocuklarıyla İblisin çocukları böyle ayırt edilir.,1.6911344528198242,1.5577739477157593,1.5954099893569946,1.4337202310562134,1.443811058998108,1.4111757278442383,1.4256765842437744,1.360975742340088,1.3697177171707153,1.3650524616241455,1.3709440231323242
70,"Böylece kilise tarafından gönderilenler, öteki uluslardan olanların Tanrıya nasıl döndüğünü anlata anlata Fenike ve Samiriye bölgelerinden geçerek bütün kardeşlere büyük sevinç verdiler.",1.7392890453338623,1.5789036750793457,1.5764120817184448,1.554916501045227,1.4943915605545044,1.4908766746520996,1.4830971956253052,1.4046587944030762,1.3915513753890991,1.3750723600387573,1.349929690361023
71,"‹‹O vakit doğru kişiler Ona şu karşılığı verecek: ‹Ya Rab, seni ne zaman aç görüp doyurduk, susuz görüp su verdik?",2.12310528755188,1.8499786853790283,1.8161135911941528,1.7280898094177246,1.80108642578125,1.7798041105270386,1.769867181777954,1.7673051357269287,1.6814266443252563,1.7627767324447632,1.711902379989624
72,"Ve şunu söyleyeceğim ki bence doğru tepe noktası bu değil,",1.7407054901123047,1.5842549800872803,1.6428570747375488,1.5698105096817017,1.410963773727417,1.520009994506836,1.393923044204712,1.3218778371810913,1.3419384956359863,1.2789952754974365,1.2842870950698853
73,Neyi koruyacağız?,1.538512945175171,1.3880231380462646,1.498276948928833,1.4201627969741821,1.3248746395111084,1.3461147546768188,1.3110281229019165,1.4416030645370483,1.4637726545333862,1.3155781030654907,1.4013210535049438
74,"Bak, yavaş yavaş yapsaydım omuzunda olurdu.",2.2912709712982178,1.9511520862579346,2.0945487022399902,1.9959025382995605,1.8231972455978394,1.8831274509429932,1.8350883722305298,1.8156481981277466,1.7515450716018677,1.715813159942627,1.7963753938674927
75,Burada açık bir ders var. Bu da; internet Bay Su Sıçratan Pantolon'u seviyor.,2.148170232772827,2.113218307495117,2.088848352432251,2.1257407665252686,2.069387912750244,2.047464609146118,1.9767029285430908,2.041271686553955,2.0009546279907227,1.9715728759765625,1.9867526292800903
76,"Ve kesinlikle emindim ki, demokrasi ve bizim topluma mükemmel olacaktı.",1.6069600582122803,1.548431634902954,1.5924354791641235,1.5568387508392334,1.4184367656707764,1.3866102695465088,1.4619919061660767,1.4275070428848267,1.4115066528320312,1.348831295967102,1.3531813621520996
77,Kimsenin haberi yoktu -- herkes tahta çizme zannetti.,2.21579647064209,2.0541553497314453,2.1195037364959717,2.075670003890991,2.0334279537200928,1.7886697053909302,1.9209140539169312,1.880855679512024,1.883099913597107,1.8238497972488403,1.8205691576004028
78,Böyle bir projeyle herkesin neler yaptığını görmek ilginç olurdu.,1.4407665729522705,1.2971162796020508,1.2286906242370605,1.1710487604141235,1.1880666017532349,1.1584882736206055,1.1988476514816284,1.0727472305297852,1.0478038787841797,1.087805986404419,1.067751407623291
79,"Ona, ‹‹Nerede hazırlık yapmamızı istersin?›› diye sordular.",1.4382160902023315,1.1433303356170654,1.1481741666793823,1.000206708908081,0.9910319447517395,0.9666453003883362,1.00306236743927,0.9355651140213013,0.921042263507843,0.9232528209686279,0.9147500395774841
80,"Petrus onu izleyerek dışarı çıktı. Ama meleğin yaptığının gerçek olduğunu anlamıyor, bir görüm gördüğünü sanıyordu.",1.5241444110870361,1.3839421272277832,1.3631870746612549,1.395206332206726,1.267473816871643,1.2743574380874634,1.233938217163086,1.1950781345367432,1.2604700326919556,1.2787165641784668,1.211927056312561
81,"Sekizinci gün, çocuğu sünnet etme zamanı gelince, Ona İsa adı verildi. Bu, Onun anne rahmine düşmesinden önce meleğin kendisine verdiği isimdi.",2.109391689300537,1.844443678855896,1.7930749654769897,1.7347736358642578,1.6511749029159546,1.6139869689941406,1.5536659955978394,1.4756730794906616,1.491256594657898,1.5262563228607178,1.4784061908721924
82,Bakar mısınız?,1.200006127357483,1.4678343534469604,1.2421724796295166,1.1658364534378052,1.090192198753357,1.1569764614105225,1.160046100616455,1.1096172332763672,1.1163171529769897,1.0278578996658325,1.0521680116653442
83,"Ama inanmayan Yahudiler, öteki uluslardan olanları kardeşlere karşı kışkırtarak zihinlerini bulandırdılar.",1.814155101776123,1.6429243087768555,1.5568058490753174,1.4545179605484009,1.538761019706726,1.4349583387374878,1.3937839269638062,1.4120144844055176,1.393282175064087,1.4077228307724,1.4147422313690186
84,bir panelin arkasında gizleniyordu -- ve kahkaha atıp birbirlerine sarıldılar ve kaçtılar.,1.8847779035568237,1.639349341392517,1.6848188638687134,1.65614652633667,1.5604342222213745,1.5346381664276123,1.540714144706726,1.5168172121047974,1.5179545879364014,1.5311239957809448,1.5133507251739502
85,KIPP'in yaptığı bir çok muhteşem işten de bahsetti. Kenar mahalle çocuklarını alıp üniversite için hazırlamışlar.,1.6067742109298706,1.598801612854004,1.5980256795883179,1.6034437417984009,1.4885057210922241,1.3747873306274414,1.4418944120407104,1.4637378454208374,1.4070894718170166,1.389081358909607,1.3934314250946045
86,Benimle alay ediyor olmalısınız.,1.557715654373169,1.3531219959259033,1.2317581176757812,1.0751607418060303,1.122430682182312,1.0060585737228394,1.0194978713989258,0.9916903376579285,0.9524821043014526,0.9396300911903381,0.9235461950302124
87,Gelir dağılımı herkesi daha iyi hale getirecektir - sadece fakir insanları değil - çünkü seçme fazlalığı bizi hasta ediyor.,1.724278450012207,1.6088517904281616,1.6704744100570679,1.6118334531784058,1.5502965450286865,1.4621044397354126,1.4391428232192993,1.3756147623062134,1.4256317615509033,1.3904129266738892,1.3758118152618408
88,Ve sadece 2007'de-- ve eminim ki daha yakın tarihlere ait veriler de vardır--- sadece İngilizceye 1.3 milyon sayfalık çeviri yapılmıştır.,2.056198835372925,1.789298415184021,1.8431779146194458,1.7051599025726318,1.7707445621490479,1.6035946607589722,1.6291404962539673,1.5291305780410767,1.5495246648788452,1.52891206741333,1.5000735521316528
89,- Senin sorunun ne?,1.5917339324951172,1.442445158958435,1.5217602252960205,1.1516786813735962,1.2634822130203247,1.1062309741973877,1.1031250953674316,1.0657637119293213,1.0589122772216797,0.9776778221130371,0.9965792298316956
90,"‹Yaptıklarını biliyorum. İşte önüne kimsenin kapayamayacağı açık bir kapı koydum. Gücünün az olduğunu biliyorum; yine de sözüme uydun, adımı yadsımadın.",1.8486545085906982,1.7218670845031738,1.8722926378250122,1.7043089866638184,1.6556837558746338,1.6183151006698608,1.5937153100967407,1.5964597463607788,1.552681565284729,1.5239989757537842,1.4966630935668945
91,Televizyon izlerler.Başka şeyler yaparlar.'',2.2439041137695312,1.893258810043335,1.8862786293029785,2.0109920501708984,1.8584035634994507,1.93618905544281,1.8477685451507568,1.8379372358322144,1.7429957389831543,1.8023974895477295,1.766253113746643
92,Onu tanıyor musun?,1.2743256092071533,0.9533310532569885,1.0169434547424316,0.9395237565040588,0.8804832696914673,0.8325347304344177,0.823306679725647,0.7587620615959167,0.7709664702415466,0.7948806881904602,0.7898508906364441
93,- Teşekkürler efendim.,1.3552817106246948,1.2375049591064453,1.0728238821029663,1.0035908222198486,0.8958374857902527,0.8591287732124329,0.7887807488441467,0.8330733776092529,0.8282961845397949,0.7824324369430542,0.7790660262107849
94,Aşağılandığında adalet Ondan esirgendi. Onun soyunu kim anacak? Çünkü yeryüzündeki yaşamına son verildi.››,1.9899468421936035,1.720982551574707,1.6715649366378784,1.5936617851257324,1.4876154661178589,1.4780458211898804,1.4696710109710693,1.3749048709869385,1.416424036026001,1.3724427223205566,1.3633242845535278
95,"Bu normal bir aile, arkadaşlar.",1.7122573852539062,1.5978634357452393,1.690667748451233,1.6572513580322266,1.6732869148254395,1.556004285812378,1.635671615600586,1.6234714984893799,1.5229182243347168,1.5260533094406128,1.5158220529556274
96,Mesajınızı okuyun ve içerdiği web bağlantısını tıklayın.,1.601900339126587,1.475395917892456,1.4386759996414185,1.4077149629592896,1.398411750793457,1.3769484758377075,1.228399634361267,1.2426297664642334,1.2122135162353516,1.2523293495178223,1.301741123199463
